0,10.0
1,10.0
2,10.0
5,10.0
8,10.0
9,10.0
11,10.0
21,10.0
22,10.0
24,10.0
25,10.0
26,10.0
27,10.0
28,10.0
35,10.0
36,10.0
37,10.0
38,10.0
39,10.0
40,10.0
42,10.0
46,10.0
56,10.0
66,10.0
75,10.0
77,10.0
80,10.0
82,10.0
83,10.0
85,10.0
87,10.0
90,10.0
92,10.0
93,10.0
94,10.0
95,10.0
96,10.0
99,10.0
100,10.0
101,10.0
102,10.0
106,10.0
107,10.0
120,10.0
135,10.0
140,10.0
142,10.0
145,10.0
146,10.0
154,10.0
155,10.0
156,10.0
157,10.0
161,10.0
176,10.0
195,10.0
196,10.0
197,10.0
198,10.0
199,10.0
200,10.0
201,10.0
214,10.0
220,10.0
221,10.0
224,10.0
229,10.0
232,10.0
233,10.0
236,10.0
238,10.0
242,10.0
244,10.0
248,10.0
255,10.0
257,10.0
258,10.0
260,10.0
261,10.0
271,10.0
273,10.0
275,10.0
277,10.0
279,10.0
280,10.0
286,10.0
287,10.0
293,10.0
299,10.0
306,10.0
307,10.0
308,10.0
317,10.0
321,10.0
323,10.0
326,10.0
327,10.0
330,10.0
332,10.0
333,10.0
336,10.0
341,10.0
343,10.0
344,10.0
348,10.0
353,10.0
354,10.0
358,10.0
359,10.0
363,10.0
364,10.0
365,10.0
366,10.0
367,10.0
369,10.0
371,10.0
372,10.0
376,10.0
377,10.0
1021,10.0
1323,10.0
1820,10.0
2677,10.0
3211,10.0
3587,10.0
160,9.0
252,9.0
265,9.0
269,9.0
282,9.0
3032,9.0
86,9.0
23,9.0
259,9.0
362,9.0
49,9.0
98,9.0
262,9.0
338,9.0
2086,9.0
254,9.0
274,9.0
315,9.0
337,9.0
128,9.0
97,9.0
215,9.0
1429,9.0
12,8.0
159,8.0
964,8.0
2872,8.0
17,8.0
2544,8.0
41,8.0
240,8.0
1170,8.0
137,8.0
4,8.0
324,8.0
33,8.0
7,8.0
3294,8.0
342,8.0
707,8.0
78,8.0
136,8.0
225,8.0
74,8.0
2069,8.0
2333,8.0
800,8.0
712,8.0
2076,8.0
104,8.0
2731,8.0
795,8.0
368,8.0
373,8.0
170,8.0
1585,8.0
2357,8.0
3334,7.0
1942,7.0
3247,7.0
2078,7.0
2146,7.0
3067,7.0
699,7.0
117,7.0
81,7.0
297,7.0
412,7.0
2381,7.0
378,7.0
276,7.0
923,7.0
346,7.0
2013,7.0
479,7.0
158,7.0
1111,7.0
2679,7.0
1029,7.0
331,7.0
3490,7.0
2589,7.0
2905,7.0
52,7.0
1056,7.0
370,7.0
2163,7.0
907,7.0
908,7.0
2126,7.0
2164,7.0
3868,7.0
322,7.0
264,7.0
270,7.0
2029,6.0
249,6.0
206,6.0
635,6.0
207,6.0
2480,6.0
456,6.0
2441,6.0
1624,6.0
2528,6.0
1013,6.0
2150,6.0
3877,6.0
3425,6.0
942,6.0
2109,6.0
295,6.0
237,6.0
1993,6.0
2582,6.0
1019,6.0
1914,6.0
1011,6.0
167,6.0
2411,6.0
141,6.0
182,6.0
1484,6.0
1802,6.0
256,6.0
1115,6.0
380,6.0
1962,6.0
3019,6.0
2434,6.0
2090,6.0
404,6.0
1925,6.0
325,6.0
1226,6.0
253,6.0
335,6.0
1713,6.0
289,6.0
3018,6.0
2253,6.0
231,6.0
433,6.0
446,6.0
1528,6.0
727,6.0
2189,5.0
2530,5.0
3157,5.0
3473,5.0
2604,5.0
1557,5.0
1810,5.0
1413,5.0
763,5.0
2993,5.0
435,5.0
2475,5.0
2152,5.0
1159,5.0
2234,5.0
1728,5.0
937,5.0
79,5.0
461,5.0
3635,5.0
3824,5.0
662,5.0
1400,5.0
391,5.0
1296,5.0
1512,5.0
3,5.0
3230,5.0
151,5.0
2806,5.0
3190,5.0
421,5.0
305,5.0
3204,5.0
2515,5.0
888,5.0
3030,5.0
67,5.0
1501,5.0
2344,5.0
218,5.0
1580,5.0
1574,5.0
3704,5.0
2505,5.0
1467,5.0
355,5.0
374,5.0
2087,5.0
3666,5.0
1031,5.0
1564,5.0
304,5.0
489,5.0
2391,5.0
2387,5.0
1411,5.0
3631,5.0
611,5.0
3406,5.0
263,5.0
545,5.0
1006,5.0
2584,5.0
3440,5.0
139,5.0
329,5.0
1320,5.0
18,5.0
3697,5.0
3796,5.0
318,5.0
32,5.0
2313,5.0
126,5.0
932,5.0
268,5.0
445,5.0
3044,5.0
163,5.0
437,5.0
2520,5.0
2254,5.0
2125,4.0
309,4.0
448,4.0
3870,4.0
2607,4.0
719,4.0
740,4.0
1371,4.0
3376,4.0
3258,4.0
1098,4.0
3784,4.0
499,4.0
1576,4.0
2209,4.0
1204,4.0
3609,4.0
1359,4.0
1829,4.0
3755,4.0
517,4.0
1175,4.0
1760,4.0
1926,4.0
105,4.0
1643,4.0
133,4.0
1966,4.0
2674,4.0
3695,4.0
2047,4.0
2585,4.0
3035,4.0
2476,4.0
1054,4.0
1638,4.0
64,4.0
2227,4.0
3306,4.0
2107,4.0
853,4.0
3354,4.0
2937,4.0
1195,4.0
1570,4.0
3043,4.0
1834,4.0
2138,4.0
153,4.0
3590,4.0
529,4.0
3531,4.0
1036,4.0
88,4.0
290,4.0
1482,4.0
2929,4.0
2893,4.0
648,4.0
2517,4.0
1058,4.0
2981,4.0
1513,4.0
2204,4.0
302,4.0
2552,4.0
3251,4.0
2904,4.0
1650,4.0
6,4.0
3021,4.0
2673,4.0
1486,4.0
2680,4.0
2752,4.0
553,4.0
3456,4.0
982,4.0
1322,4.0
806,4.0
1213,4.0
2153,4.0
1327,4.0
2735,4.0
65,4.0
2581,4.0
2066,4.0
1759,4.0
2331,4.0
803,4.0
1324,4.0
1877,4.0
395,4.0
1035,4.0
2747,4.0
1518,4.0
784,4.0
2283,4.0
2575,4.0
2743,4.0
116,4.0
2640,4.0
2737,4.0
2947,4.0
1496,4.0
3287,4.0
3257,4.0
2637,4.0
2299,4.0
2964,4.0
3746,4.0
1336,4.0
118,4.0
411,3.0
2374,3.0
2388,3.0
144,3.0
2205,3.0
2616,3.0
1461,3.0
2262,3.0
2316,3.0
2728,3.0
778,3.0
801,3.0
723,3.0
3360,3.0
191,3.0
3122,3.0
2347,3.0
2926,3.0
3809,3.0
3861,3.0
2462,3.0
1784,3.0
543,3.0
3295,3.0
1970,3.0
334,3.0
1774,3.0
3687,3.0
1779,3.0
3493,3.0
686,3.0
452,3.0
1399,3.0
14,3.0
549,3.0
1633,3.0
1948,3.0
2843,3.0
3842,3.0
2143,3.0
3757,3.0
644,3.0
190,3.0
438,3.0
646,3.0
1023,3.0
2057,3.0
1651,3.0
1937,3.0
